row_idx,kappa,curvature_bin,lid,lof,density
8504,0.2896024,medium,0.3838154,1.0411212,3.4754477
8505,0.22741836,low,0.37538582,1.0074631,4.349695
8506,0.3338641,high,0.20482522,1.0093715,4.827857
8507,0.25175995,low,0.36872673,1.0014329,4.7190514
8508,0.15794456,low,0.32511842,0.99625427,4.0086966
8509,0.27332175,medium,0.22834098,1.0216482,4.796568
8510,0.24920416,low,0.22105317,1.0243773,3.5584261
8511,0.3245386,high,0.30710804,1.0069827,4.085492
8512,0.3160491,high,0.4124182,0.9973888,5.5272236
8513,0.3644536,high,0.36432877,0.97307765,5.916663
8514,0.21548343,low,0.25794756,1.0043553,4.7742295
8515,0.2044735,low,0.27908993,0.9989365,4.373458
8516,0.28364956,medium,0.45581788,1.0225955,3.8470566
8517,0.30216372,medium,0.35388428,1.0001775,4.758872
8518,0.33306473,high,0.19184051,1.0249588,4.589154
8519,0.2911026,medium,0.2244222,1.0007675,4.3045316
8520,0.34344018,high,0.25530472,1.235247,1.7536951
8521,0.32728314,high,0.14797522,1.0522387,4.3218365
8522,0.21342808,low,0.33223644,1.1734197,1.7656537
8523,0.2262057,low,0.26390374,1.0762817,2.4645529
8524,0.23508543,low,0.36267674,0.989787,5.556613
8525,0.33770347,high,0.16038476,1.0078164,5.2213044
8526,0.3187632,high,0.20483387,0.99330455,3.8177779
8527,0.30954415,medium,0.39713672,0.98439103,6.169872
8528,0.3185736,high,0.37947693,0.99150795,5.2005424
8529,0.24875921,low,0.2738499,1.0031357,3.844894
8530,0.22855073,low,0.36671788,1.0988383,2.4104838
8531,0.30801284,medium,0.19315386,1.0449541,3.2408388
8532,0.26319563,low,0.24765323,0.9847724,4.459642
8533,0.2634418,low,0.34355956,0.9582111,5.9865456
8534,0.24349087,low,0.19178756,1.0070913,3.9613395
8535,0.2577018,low,0.3295329,0.99919385,3.4238398
8536,0.35091472,high,0.22644892,1.0453111,4.181615
8537,0.21340883,low,0.18869354,0.9858001,4.4812284
8538,0.21491015,low,0.14115112,1.1028714,1.981622
8539,0.31287926,high,0.34272975,0.9918083,4.2291193
8540,0.30467278,medium,0.27067998,0.9940951,4.6342034
8541,0.2662105,medium,0.1631594,0.9976797,4.39097
8542,0.26913887,medium,0.225652,1.0022296,4.4845924
8543,0.33259428,high,0.23449765,1.0090736,4.264035
8544,0.24560875,low,0.3702201,1.052795,3.0021908
8545,0.35498697,high,0.20757821,1.0162321,4.889806
8546,0.32900393,high,0.56905264,1.0001866,4.9530306
8547,0.37244755,high,0.32253224,1.0306414,3.2154996
8548,0.2815321,medium,0.18399732,1.0484139,3.0042834
8549,0.25007164,low,0.3961211,1.0184278,3.8621292
8550,0.29496545,medium,0.461959,1.0553718,3.0941186
8551,0.29879546,medium,0.17275847,1.0702828,3.6939335
8552,0.25799012,low,0.32287216,0.99661505,4.578147
8553,0.29077947,medium,0.418119,1.037347,3.3757737
8554,0.26321483,low,0.26089814,1.0133455,1.2079545
8555,0.24595004,low,0.42186686,0.9942481,4.8960176
8556,0.32168198,high,0.2573232,1.0469866,3.054971
8557,0.3320232,high,0.4966461,1.0079949,5.626645
8558,0.2291053,low,0.37636966,1.0113697,5.2687936
8559,0.32164317,high,0.36722228,1.0376073,4.122856
8560,0.35476774,high,0.34421793,1.0296419,4.58291
8561,0.31196982,high,0.29521483,1.0050747,5.3566456
8562,0.33658218,high,0.4010162,1.0167981,3.9097967
8563,0.333452,high,0.31756678,1.0118852,3.10194
8564,0.27317482,medium,0.27234378,0.97866666,4.5496974
8565,0.34445757,high,0.33063662,1.0128262,5.5510893
8566,0.3032964,medium,0.18679732,1.0279834,4.448234
8567,0.25030643,low,0.17800127,1.020291,3.9173288
8568,0.17407948,low,0.26332334,1.1751627,2.007778
8569,0.18191653,low,0.3230255,1.1347784,2.1524293
8570,0.40696913,high,0.21738362,0.98886925,4.3478823
8571,0.33114547,high,0.33228427,1.0323563,3.1589832
8572,0.24769437,low,0.39804432,1.0295415,3.7184741
8573,0.36652648,high,0.22623292,1.0071048,3.5590777
8574,0.27340811,medium,0.29795346,1.1824055,2.0997944
8575,0.34694147,high,0.4287284,1.037482,4.18462
8576,0.23753637,low,0.29003793,1.113288,2.6722107
8577,0.269625,medium,0.28212747,1.0447304,3.3492298
8578,0.21647727,low,0.11228757,1.3813103,1.5374025
8579,0.3142323,high,0.221304,1.0806698,3.2804909
8580,0.19160545,low,0.5195205,1.1360735,2.9482574
8581,0.3602091,high,0.27777436,1.2788969,1.5951407
8582,0.31396115,high,0.25925222,1.0155952,3.540851
8583,0.30688238,medium,0.25382775,1.0114787,4.3814306
8584,0.2682042,medium,0.28076816,0.9877746,4.019426
8585,0.26513582,medium,0.20288655,1.003289,3.893117
8586,0.26634175,medium,0.47635767,1.1108468,2.4137595
8587,0.22349095,low,0.618843,1.017981,4.30301
8588,0.37480313,high,0.18398847,1.0013343,3.6640809
8589,0.21912354,low,0.35061195,0.9881543,4.088243
8590,0.2130475,low,0.4779139,1.0063441,3.2498884
8591,0.2549572,low,0.35872525,1.1244828,2.2068987
8592,0.3684141,high,0.368288,1.0538069,4.1418085
8593,0.20172876,low,0.41458866,1.0514868,4.6366315
8594,0.26410228,low,0.22588474,1.0671376,2.9759762
8595,0.33132493,high,0.25887144,1.0088252,3.510741
8596,0.2915401,medium,0.20995137,1.0844315,2.6360388
8597,0.31962854,high,0.262716,1.1468899,3.0545008
8598,0.20853633,low,0.24678491,1.0360633,4.316283
8599,0.35802615,high,0.40486446,1.0056136,5.0562654
8600,0.27526623,medium,0.22266056,0.99675405,3.9535642
8601,0.2953586,medium,0.15112394,0.99850017,5.193763
8602,0.304887,medium,0.1704583,0.99196774,5.2171803
8603,0.1319192,low,0.5554836,0.9972047,5.488035
8604,0.33080703,high,0.36722746,0.9924044,5.584652
8605,0.32323194,high,0.27685568,0.99117374,5.685009
8606,0.3391226,high,0.25519702,0.9957828,4.958938
8607,0.29839295,medium,0.31939477,0.9964394,4.4430876
8608,0.30566388,medium,0.21475811,1.039621,4.174059
8609,0.32143354,high,0.30188122,1.0097938,4.79536
8610,0.2563818,low,0.21818551,1.0136868,4.0986347
8611,0.28199226,medium,0.20691921,1.0833929,2.6230428
8612,0.26891065,medium,0.26335862,0.99859685,4.6730347
8613,0.3250577,high,0.16447927,1.087398,2.98203
8614,0.14468557,low,0.23809029,1.0121485,3.7323976
8615,0.2773173,medium,0.60816646,0.9869893,5.837717
8616,0.32103813,high,0.27267474,1.0229675,4.4945607
8617,0.35010302,high,0.18245678,1.0554768,3.2398658
8618,0.33807957,high,0.40326715,1.0715482,3.3288405
8619,0.2477377,low,0.21914946,1.0162425,3.8195522
8620,0.31074238,high,0.30972087,0.99377716,4.479706
8621,0.28941977,medium,0.36532182,1.0206447,3.2047524
8622,0.3436938,high,0.38471776,0.992381,4.9133635
8623,0.29800838,medium,0.31516075,0.9881023,5.505524
8624,0.328703,high,0.39791566,0.96749234,5.993632
8625,0.22282201,low,0.21551792,1.0256916,3.3945477
8626,0.2501589,low,0.13878939,1.0016546,3.9773395
8627,0.2704897,medium,0.25608635,1.0090394,4.5110054
8628,0.4130208,high,0.2813285,1.074243,2.5898087
8629,0.23737252,low,0.23077689,1.0429052,2.5738056
8630,0.32812226,high,0.26816303,1.0091475,5.000255
8631,0.32122183,high,0.17438275,1.0330354,3.4076164
8632,0.35585344,high,0.33095106,1.1189885,1.5368224
8633,0.28195775,medium,0.26674706,1.0130265,3.197889
8634,0.3011272,medium,0.16171299,1.1753503,1.7914685
8635,0.27693892,medium,0.18510243,1.0143697,3.0709033
8636,0.24775225,low,0.16789919,1.0390338,3.5491958
8637,0.3488046,high,0.33385444,1.1113775,2.2410233
8638,0.25080132,low,0.22282742,1.1430511,1.6119783
8639,0.28963774,medium,0.20191494,1.1168727,2.5359302
8640,0.31953824,high,0.15294376,1.064669,2.7962527
8641,0.2924999,medium,0.31010038,0.9973202,4.513023
8642,0.33835828,high,0.27833998,1.2501422,1.6076138
8643,0.26855254,medium,0.26146096,1.0425872,3.2996593
8644,0.2389409,low,0.11249539,1.1507878,2.4770322
8645,0.38954437,high,0.3030185,0.98637486,4.6153293
8646,0.3075328,medium,0.16041161,1.1176779,2.9382668
8647,0.21660411,low,0.27287984,1.0431573,3.5433996
8648,0.3034382,medium,0.3887371,1.0292222,4.7572236
8649,0.28880405,medium,0.24837175,1.0510831,3.8567636
8650,0.16151744,low,0.26061222,1.113406,2.871645
8651,0.3316188,high,0.27996847,1.0697745,4.135644
8652,0.23704469,low,0.2419849,1.0840243,2.9581356
8653,0.30767137,medium,0.26198536,1.0355772,3.5889115
8654,0.32078624,high,0.3639357,1.0191627,3.4441764
8655,0.2716493,medium,0.2839417,1.0370641,3.9023073
8656,0.3479817,high,0.40074316,1.000796,4.617972
8657,0.30686712,medium,0.2633499,1.0216565,4.6565843
8658,0.30895966,medium,0.28126886,1.0390251,3.6230006
8659,0.31001258,high,0.16501933,1.2128996,2.0283663
8660,0.33271092,high,0.4702953,1.0298849,3.6205904
8661,0.31250507,high,0.31200498,1.0252566,3.6015608
8662,0.31854504,high,0.1758263,1.1161917,2.7523484
8663,0.35841924,high,0.24719104,1.0059117,3.8949957
8664,0.38026297,high,0.23333423,1.0413452,3.6150875
8665,0.3363526,high,0.26493084,1.0507777,3.094519
8666,0.24850059,low,0.25590035,1.1464114,2.3181949
8667,0.27824992,medium,0.28620517,1.0864664,3.6786504
8668,0.2598166,low,0.19196332,0.9875061,4.2259336
8669,0.36309677,high,0.23852071,1.0281675,3.7226472
8670,0.31923872,high,0.36148006,1.0562322,4.165705
8671,0.31399596,high,0.26125345,1.0096279,4.9261255
8672,0.23223448,low,0.38656455,0.9984306,4.354286
8673,0.3167447,high,0.2782635,1.0330622,3.9718595
8674,0.35085624,high,0.281391,1.0026144,4.355444
8675,0.2883945,medium,0.31090552,0.98507977,5.234739
8676,0.2587813,low,0.34639838,0.98340064,5.597781
8677,0.24827707,low,0.25321066,1.0146011,5.0995197
8678,0.35163707,high,0.27441245,1.0783936,4.2201667
8679,0.3491149,high,0.15103908,0.9951032,4.6674933
8680,0.29850298,medium,0.2389337,1.0106703,4.2587585
8681,0.25772673,low,0.26573986,1.0343016,2.8584406
8682,0.33340257,high,0.3970365,1.0056633,4.0826907
8683,0.28330725,medium,0.24205625,1.0249293,4.5683737
8684,0.2299676,low,0.2918866,1.0381315,3.818515
8685,0.30668694,medium,0.20775211,1.014318,4.25498
8686,0.3404671,high,0.42803007,1.0058378,5.0063157
8687,0.31751907,high,0.30389726,1.006586,4.4986086
8688,0.23652959,low,0.16733529,1.0205495,4.222183
8689,0.24732083,low,0.29583988,0.99003714,5.473014
8690,0.31983918,high,0.28129673,1.0485502,2.5753875
8691,0.18550974,low,0.19807957,1.1901225,1.924288
8692,0.23144811,low,0.3704898,1.03729,3.6473181
8693,0.27326274,medium,0.21172883,1.1880333,2.3471255
8694,0.2821524,medium,0.6163545,1.0973449,3.6961567
8695,0.21187031,low,0.28694597,0.9986111,4.497681
8696,0.2812984,medium,0.2789757,0.99179953,5.1786494
8697,0.21578115,low,0.24072081,1.01781,4.3543606
8698,0.35713488,high,0.43110698,0.9850088,5.1551785
8699,0.23474866,low,0.4766783,0.9987462,6.3077617
8700,0.29948008,medium,0.30536577,0.99886286,4.831745
8701,0.31319916,high,0.23612133,1.0088859,4.9125085
8702,0.31862265,high,0.26126692,0.9976137,3.8625517
8703,0.3046723,medium,0.25331217,1.087391,3.6541715
8704,0.2324534,low,0.2331395,1.001189,5.157711
8705,0.3443305,high,0.38161266,1.0256261,4.3697066
8706,0.33110327,high,0.29391906,0.9959082,5.5554447
8707,0.28842175,medium,0.13993767,1.0042024,3.853889
8708,0.35156035,high,0.15444183,1.0368903,3.7099998
8709,0.28456086,medium,0.27872902,1.0158781,4.6767497
8710,0.28361714,medium,0.43227237,1.0976391,2.7793212
8711,0.3184784,high,0.23700023,1.0305033,3.918312
8712,0.27005035,medium,0.42815503,1.1629798,2.4497576
8713,0.22734845,low,0.23736022,1.0208931,4.233352
8714,0.33925396,high,0.18992092,1.1697106,1.3052812
8715,0.38214302,high,0.28260008,1.0995668,3.2467544
8716,0.27168244,medium,0.33137283,1.2721767,1.7335318
8717,0.26965362,medium,0.22655158,1.1770629,1.9218225
8718,0.38341713,high,0.2797876,1.0606335,3.4023147
8719,0.2999103,medium,0.22646706,1.0351207,4.076331
8720,0.2098831,low,0.4908804,1.1062835,2.51681
8721,0.2911268,medium,0.2618198,0.9860189,5.5055943
8722,0.25329787,low,0.28489247,0.97806203,5.4533134
8723,0.3108468,high,0.18791822,0.98001575,5.2260213
8724,0.3373646,high,0.30292708,1.0567052,2.8603065
8725,0.27912194,medium,0.49755073,0.9876658,5.8245387
8726,0.3043214,medium,0.12658246,1.0427078,3.6290185
8727,0.23396003,low,0.39342883,0.98374707,5.3936067
8728,0.24987257,low,0.15872774,1.2388614,1.6220511
8729,0.30710018,medium,0.34067273,1.0138845,4.8463416
8730,0.15989518,low,0.2843569,0.98951644,4.8209906
8731,0.361692,high,0.22818987,1.0153209,4.633963
8732,0.23394108,low,0.38176945,1.0718144,2.8625176
8733,0.20008981,low,0.36355677,1.3090163,1.039171
8734,0.35349458,high,0.41703638,0.9945052,3.996948
8735,0.20486903,low,0.3143419,1.0468764,3.5041974
8736,0.3206352,high,0.17079559,1.2143236,2.251901
8737,0.27095568,medium,0.29023048,1.0461035,4.2177763
8738,0.3085727,medium,0.4408172,1.017955,4.1035547
8739,0.3011701,medium,0.22771484,1.0325326,4.341221
8740,0.24231905,low,0.30169111,0.98632395,5.84056
8741,0.3998593,high,0.39819437,0.9987991,5.4443617
8742,0.36743248,high,0.2881368,1.014475,4.482393
8743,0.35146964,high,0.29589814,1.003612,5.686417
8744,0.36253887,high,0.4309796,1.0047222,5.1351724
8745,0.28799754,medium,0.33888027,1.0370559,3.8368287
8746,0.19533962,low,0.29473436,0.9948702,5.46943
8747,0.29721344,medium,0.4560113,1.012292,3.439211
8748,0.28915495,medium,0.2746961,1.017613,4.416926
8749,0.21181744,low,0.4456376,0.9870125,5.264643
8750,0.35209912,high,0.25066242,1.0172962,4.222698
8751,0.3944043,high,0.11627395,0.99766403,4.274636
8752,0.28511697,medium,0.22502856,1.0330725,3.6105728
8753,0.33653152,high,0.30994126,1.0056885,4.239485
8754,0.25110936,low,0.123231865,1.4535306,0.52444255
8755,0.29414797,medium,0.31583142,1.0450875,3.0490973
8756,0.12876958,low,0.36329585,1.003105,5.2313523
8757,0.28908837,medium,0.24036883,1.0154368,4.8287153
8758,0.30347586,medium,0.20947558,0.99464566,4.0531316
8759,0.22347796,low,0.5597774,1.122026,2.9485717
8760,0.28497487,medium,0.2607718,1.0110832,3.5988038
8761,0.3150347,high,0.16217169,1.0105206,3.6765969
8762,0.3109663,high,0.38058043,0.9817184,6.2388406
8763,0.34413207,high,0.36420485,1.0126005,3.9438956
8764,0.3255732,high,0.32775584,0.99954325,3.536636
8765,0.30219167,medium,0.1881132,1.0308374,3.3661263
8766,0.21422291,low,0.39875233,1.0268195,4.567069
8767,0.27891243,medium,0.49526286,1.0145718,3.6327481
8768,0.21347886,low,0.22195746,1.3769374,0.92640054
8769,0.33705992,high,0.25010258,1.0565698,3.1915827
8770,0.3198943,high,0.16317274,1.0915895,2.6337545
8771,0.32762212,high,0.40994778,0.9923584,5.616723
8772,0.25910687,low,0.25512704,0.9974008,3.135385
8773,0.23661983,low,0.542957,1.0179749,5.136368
8774,0.3645643,high,0.26740962,0.9787833,3.9437947
8775,0.353204,high,0.22069846,1.0101428,4.759557
8776,0.3215025,high,0.36131224,0.99498445,6.2734876
8777,0.2091806,low,0.29210463,0.98426765,4.8823895
8778,0.26579958,medium,0.18488137,1.0084662,4.1572757
8779,0.2803957,medium,0.29170394,1.0130087,4.519536
8780,0.21382284,low,0.36686206,0.98692244,4.8876824
8781,0.27439886,medium,0.5207088,0.99500126,4.5840554
8782,0.19752377,low,0.33781216,1.0078186,4.2939534
8783,0.26042473,low,0.19490844,0.98731977,3.8463705
8784,0.2947027,medium,0.18321992,1.0174915,4.0990186
8785,0.28044695,medium,0.18696083,1.0191492,3.2843668
8786,0.2920413,medium,0.29818088,1.0239418,2.631574
8787,0.27747464,medium,0.23173472,0.9992109,3.191773
8788,0.31317484,high,0.19423583,1.0876204,2.380506
8789,0.32413983,high,0.24339907,0.98269916,4.2272744
8790,0.23592478,low,0.26637346,0.97295976,3.1424296
8791,0.3073302,medium,0.23462437,1.1475391,1.9298991
8792,0.16803312,low,0.33916458,1.0772697,1.9405217
8793,0.34328312,high,0.32972986,0.9754976,2.8285658
8794,0.21964908,low,0.14471051,1.0260736,1.5521249
8795,0.31627172,high,0.3146451,1.0179105,1.890174
8796,0.2197035,low,0.29253304,1.1042238,2.1044695
8797,0.24160713,low,0.35439983,0.9926235,2.6037328
8798,0.2655661,medium,0.29171205,1.0098149,3.7792857
8799,0.34880364,high,0.34393987,1.0761455,2.2538216
8800,0.3315959,high,0.245431,1.0577546,1.9006486
8801,0.33929998,high,0.2658227,1.0674268,2.268621
8802,0.33538055,high,0.52705175,1.0068465,3.4089024
8803,0.27725798,medium,0.18733582,1.0447901,2.8200257
8804,0.27071857,medium,0.16440837,1.1830792,1.6905972
8805,0.23163861,low,0.2637429,1.0728238,1.4273338
8806,0.321823,high,0.27864146,1.0822046,2.1446345
8807,0.28839338,medium,0.24730694,1.1596783,1.949252
8808,0.31800967,high,0.1479002,1.0502058,2.7640042
8809,0.27981526,medium,0.13443814,1.206615,1.1089292
8810,0.21267974,low,0.42029327,0.9639656,4.343027
8811,0.23663181,low,0.45633838,1.0546232,3.7090325
8812,0.24740112,low,0.20516805,1.0187632,5.4635377
8813,0.3397243,high,0.2797056,1.0023439,4.3070245
8814,0.28500152,medium,0.33361182,1.0526947,2.3703554
8815,0.3057649,medium,0.5119165,0.99370503,3.0054703
8816,0.33205372,high,0.2765989,1.0832356,1.7606521
8817,0.21888262,low,0.31497043,1.0653703,1.9761859
8818,0.270032,medium,0.1773736,1.2316225,1.5767448
8819,0.24211144,low,0.2713559,1.1568182,2.287937
8820,0.26541185,medium,0.19542713,1.0947077,2.5793889
8821,0.24277687,low,0.26153818,1.094462,2.654314
8822,0.28594476,medium,0.3487831,1.029969,3.4962113
8823,0.36755425,high,0.3765095,1.0678632,2.8770287
8824,0.37086797,high,0.2919959,0.9961526,4.300649
8825,0.2870428,medium,0.38195768,1.1178837,2.1135678
8826,0.20495206,low,0.2305382,1.0774397,2.6147006
8827,0.23119527,low,0.31369552,1.0857606,2.4127786
8828,0.33372146,high,0.20402011,1.0741844,2.4662633
8829,0.30743062,medium,0.22544338,0.9988564,4.7250304
8830,0.3705427,high,0.26283047,1.0459526,3.4005246
8831,0.37376457,high,0.332049,1.1156696,2.367867
8832,0.36720842,high,0.07755119,1.0489902,2.9243376
8833,0.26454765,low,0.25456545,1.0808561,2.5273695
8834,0.25148433,low,0.6183416,1.0391715,3.378078
8835,0.25581717,low,0.26174498,1.2257555,1.682778
8836,0.20671499,low,0.29047117,1.0058761,3.5763297
8837,0.33374017,high,0.25229535,1.0049556,3.7154486
8838,0.38341177,high,0.3402704,1.051502,3.087987
8839,0.32649046,high,0.21389034,1.0363947,2.5164504
8840,0.35602134,high,0.2246919,1.1381447,1.9563003
8841,0.29011434,medium,0.23577724,1.2760097,1.8270733
8842,0.31812495,high,0.1809425,1.1436117,2.1017966
8843,0.32746637,high,0.30646768,1.1378713,2.5360148
8844,0.30897975,medium,0.23796679,1.1432865,2.2529712
8845,0.367639,high,0.1915756,1.0218171,2.6105862
8846,0.28918123,medium,0.47413185,1.1600052,1.3017141
8847,0.31254923,high,0.4141083,1.0275879,1.5588416
8848,0.20165902,low,0.40029943,1.071197,1.465174
8849,0.30399764,medium,0.21732345,0.9896158,1.9078822
8850,0.24892133,low,0.26449543,0.97293,1.7508409
8851,0.23964775,low,0.30513638,0.9774354,1.6923316
8852,0.22446996,low,0.1783995,0.99107146,1.7480394
8853,0.21731544,low,0.5224773,1.0279877,1.7119123
8854,0.23926526,low,0.20723666,1.1069531,1.2702119
8855,0.3020116,medium,0.24841824,0.9965511,5.3952823
8856,0.20968765,low,0.368147,1.0806758,3.4922633
8857,0.39211756,high,0.18599586,1.072562,3.4445481
8858,0.18301576,low,0.24365537,1.0407648,2.8682537
8859,0.2786888,medium,0.14486569,1.0500789,2.813843
8860,0.27151787,medium,0.2280966,1.0100237,4.493187
8861,0.26240146,low,0.26158568,1.0089629,3.0347295
8862,0.27610284,medium,0.25725773,1.067358,2.463518
8863,0.2634728,low,0.18740001,1.0785184,2.7061841
8864,0.28601992,medium,0.42377934,1.0010779,5.267412
8865,0.28565657,medium,0.13377504,1.0196487,3.8813245
8866,0.34329253,high,0.39978847,1.0101635,4.7315326
8867,0.26737124,medium,0.30430964,0.98991084,5.1612387
8868,0.25933987,low,0.29623622,0.98996884,3.9870222
8869,0.2893108,medium,0.14245622,1.061358,1.9114269
8870,0.3665443,high,0.16945995,1.0105509,3.2100224
8871,0.29865605,medium,0.18078366,1.0606905,3.8830276
8872,0.26451737,low,0.17529263,1.077184,3.0298488
8873,0.18873417,low,0.13775764,1.0536294,3.580949
8874,0.14216113,low,0.2661371,1.8682561,0.19380195
8875,0.29306525,medium,0.24991424,0.9928501,1.6063757
8876,0.25089115,low,0.34286153,1.0012804,1.8811196
8877,0.3046968,medium,0.22041284,1.0682449,1.9616002
8878,0.26902807,medium,0.27433595,1.0074304,1.6695362
8879,0.35309315,high,0.28500736,1.0917287,1.7626578
8880,0.27822274,medium,0.21743737,1.0713395,3.0667148
8881,0.27735448,medium,0.3772032,1.0759335,3.4147604
8882,0.16814542,low,0.35436007,1.0895847,1.7159799
8883,0.33449572,high,0.12865347,1.083286,1.6802577
8884,0.23546177,low,0.29981908,1.0413426,2.9181573
8885,0.32040983,high,0.25867727,1.0615859,3.1135426
8886,0.31027234,high,0.19072399,1.1748163,2.2316492
8887,0.2404213,low,0.37125906,1.1810721,2.2396483
8888,0.29007322,medium,0.4109099,1.1353661,3.000691
8889,0.29983848,medium,0.49292225,1.041799,3.0419345
8890,0.31467998,high,0.35400528,1.0996016,2.5915432
8891,0.30135578,medium,0.15455195,1.0790706,2.5458598
8892,0.35742557,high,0.22603351,1.1095,2.8707976
8893,0.2758593,medium,0.22132565,1.040208,2.4576178
8894,0.32022434,high,0.4183,1.1097285,3.3363726
8895,0.30066007,medium,0.35964695,0.9975823,3.9914365
8896,0.36354172,high,0.23542783,1.1692748,2.352861
8897,0.31013757,high,0.17687182,1.0142614,4.826591
8898,0.27473605,medium,0.28534403,1.0019612,4.048978
8899,0.33842355,high,0.19275694,1.1527654,2.4390304
8900,0.32061154,high,0.537738,1.0089731,3.324591
8901,0.34851468,high,0.3400202,1.0233349,4.5355644
8902,0.23710686,low,0.32595658,1.0354064,4.255129
8903,0.22530508,low,0.29933295,1.0052693,4.7660003
8904,0.2968505,medium,0.17872262,1.0262465,4.041732
8905,0.39181525,high,0.26889002,0.9928148,4.34666
8906,0.37876177,high,0.23655155,1.0056301,5.039561
8907,0.30941445,medium,0.39362296,0.9767386,5.041605
8908,0.23661137,low,0.26644275,0.99835944,5.2374687
8909,0.2942515,medium,0.19111168,1.0795189,2.1832132
8910,0.31276542,high,0.263581,1.182554,2.1830258
8911,0.34034777,high,0.4471182,1.0795627,3.2535133
8912,0.34315544,high,0.4090427,1.0571777,2.8916147
8913,0.26889157,medium,0.21669507,1.1042302,3.2393405
8914,0.25346035,low,0.23739035,1.0264019,4.0842347
8915,0.23650306,low,0.21711972,1.068846,2.034693
8916,0.25699568,low,0.2753728,1.1048977,2.5824647
8917,0.36277258,high,0.33581722,0.99846613,3.8805184
8918,0.27594876,medium,0.20306608,1.6269684,0.5067262
8919,0.26135898,low,0.5293498,0.9933766,4.9384727
8920,0.261383,low,0.33556297,1.0000402,4.5067153
8921,0.33574313,high,0.26530722,1.0440168,4.133528
8922,0.23438746,low,0.378034,1.0311376,1.9165006
8923,0.28059447,medium,0.16737613,1.2237718,0.9353404
8924,0.34145916,high,0.21799265,1.0618652,1.7319825
8925,0.26515114,medium,0.23450896,1.0424027,3.5552065
8926,0.25896847,low,0.2769642,0.99078315,4.009607
8927,0.24094737,low,0.37179726,0.9919843,3.782762
8928,0.374597,high,0.26841822,1.080672,2.789251
8929,0.2845168,medium,0.23961514,1.0276304,2.7052145
8930,0.34581465,high,0.2928563,0.98835784,5.663433
8931,0.29053342,medium,0.34132934,1.0002502,3.51773
8932,0.2723419,medium,0.27077127,1.00654,3.9303932
8933,0.17351866,low,0.24019589,1.0644109,3.0124593
8934,0.23407614,low,0.36479723,1.0673593,2.392413
8935,0.29853964,medium,0.18782796,1.2392489,1.9520495
8936,0.280459,medium,0.1835883,1.0959874,3.1298256
8937,0.3456502,high,0.23366909,0.99053913,5.527852
8938,0.29976428,medium,0.1798129,0.9921967,3.7385986
8939,0.17266941,low,0.648723,0.9994289,4.836646
8940,0.292701,medium,0.17266935,1.1636786,2.25339
8941,0.264728,medium,0.30182955,1.0463707,4.0605316
8942,0.28294188,medium,0.2428479,1.0608327,2.524892
8943,0.26766634,medium,0.19361265,1.1811712,2.3856537
8944,0.26836687,medium,0.20525968,1.1378038,1.5377529
8945,0.33779562,high,0.2585542,1.0444523,4.16331
8946,0.3464417,high,0.27824372,0.99247736,4.941736
8947,0.30613017,medium,0.22855484,1.0553862,2.75577
8948,0.27960193,medium,0.3462984,1.0082138,4.213194
8949,0.35137385,high,0.28746665,1.0251073,4.590298
8950,0.35832345,high,0.31972405,1.0232171,4.2182345
8951,0.318209,high,0.4980219,1.070006,1.2709497
8952,0.34431893,high,0.23110288,1.0023241,4.691685
8953,0.3910402,high,0.17170075,0.9940737,4.4864035
8954,0.28829616,medium,0.26401538,1.0167588,4.654594
8955,0.31043154,high,0.21764892,1.0113615,4.0395226
8956,0.29779565,medium,0.22783889,1.1571484,2.3863564
8957,0.33394808,high,0.40887946,1.082393,2.8812802
8958,0.25211173,low,0.4845518,1.0011286,4.8478184
8959,0.28457648,medium,0.4141054,1.0060084,4.6934853
8960,0.30285263,medium,0.3160733,0.98318744,4.5157843
8961,0.22398019,low,0.28004587,1.0162429,3.372698
8962,0.24386257,low,0.31039318,1.024637,4.404387
8963,0.31452912,high,0.29719582,1.0051231,4.3739038
8964,0.23470992,low,0.27522257,1.1189417,2.5073755
8965,0.19656658,low,0.28835297,1.0045362,4.2183948
8966,0.31669116,high,0.46469024,1.0285115,5.5239677
8967,0.29360914,medium,0.2806095,1.0047687,5.1926756
8968,0.19533968,low,0.17589617,1.0476066,2.7920628
8969,0.32099283,high,0.47431034,1.0293645,3.739122
8970,0.28247547,medium,0.26496407,0.9813767,5.883705
8971,0.23329884,low,0.44237173,1.0322527,3.7491689
8972,0.33204204,high,0.21012695,1.0067116,5.0694976
8973,0.3373211,high,0.24091016,1.0318569,4.6010866
8974,0.3295442,high,0.39974314,1.0202705,4.909488
8975,0.28980345,medium,0.3254507,1.0027063,5.245281
8976,0.3411988,high,0.27718908,1.0252615,3.5092561
8977,0.35240155,high,0.26987812,1.0133879,4.142761
8978,0.25208324,low,0.35029662,1.0589179,1.7103802
8979,0.34728587,high,0.13163453,1.0299414,3.9774415
8980,0.24239188,low,0.31464922,1.17884,0.96858215
8981,0.3777703,high,0.074274406,1.0116045,3.2257879
8982,0.22780716,low,0.25658622,0.9915969,4.643367
8983,0.27988076,medium,0.15385696,0.9999679,4.7426553
8984,0.3312661,high,0.3475371,1.1863061,1.7425666
8985,0.1952321,low,0.31533626,1.5261854,1.1006179
8986,0.33075905,high,0.2145281,1.2262238,1.7660755
8987,0.29101372,medium,0.14777291,1.0415089,2.9697456
