row_idx,kappa,curvature_bin,lid,lof,density,label
5390,0.47988325,medium,0.12427405,1.0379851,0.10535994,2
5391,0.4299292,low,0.1858104,1.124451,0.10171097,2
5392,0.49870616,medium,0.08930912,1.0047809,0.1517739,4
5393,0.56529427,high,0.16171642,1.1257517,0.098194994,3
5394,0.3225661,low,0.21820274,1.1120381,0.055836696,3
5395,0.5275738,medium,0.1312169,1.0733078,0.086175025,2
5396,0.5466445,high,0.23596604,0.9948886,0.08889537,0
5397,0.5736697,high,0.10309859,1.0206263,0.10005646,2
5398,0.56530786,high,0.073904015,1.1527332,0.0966398,4
5399,0.4050488,low,0.0666397,1.304295,0.05122335,6
5400,0.4152425,low,0.10288534,0.99512446,0.08811027,0
5401,0.46858442,low,0.11914267,0.9973028,0.11889581,6
5402,0.560269,high,0.1428615,1.0153402,0.13542946,8
5403,0.5449808,high,0.1279819,1.2819763,0.06537752,8
5404,0.49748713,medium,0.16845639,0.983005,0.14979248,3
5405,0.49557608,medium,0.2046131,0.98524463,0.11777976,5
5406,0.48377562,medium,0.089789376,1.2352455,0.07581767,0
5407,0.5400684,high,0.07521188,1.045277,0.11332668,6
5408,0.4296794,low,0.07114799,1.2199682,0.07371324,4
5409,0.5649725,high,0.06278661,1.1367213,0.07644947,5
5410,0.52469754,medium,0.10810948,1.0676879,0.10218722,5
5411,0.5309762,medium,0.12331151,1.1125281,0.062040877,2
5412,0.5160799,medium,0.14698859,1.0330477,0.14026165,9
5413,0.39621568,low,0.12346348,1.1722018,0.26448667,1
5414,0.51017725,medium,0.060062848,1.1319722,0.07144475,0
5415,0.32568938,low,0.111103624,1.2522844,0.037864514,7
5416,0.54510677,high,0.13156104,1.1723582,0.07167438,2
5417,0.48273855,medium,0.11946257,1.1338564,0.1038487,9
5418,0.36752975,low,0.20055296,1.1101413,0.18426542,1
5419,0.55242336,high,0.15204881,1.0274849,0.10195616,9
5420,0.59768194,high,0.08577317,1.0586463,0.100827746,8
5421,0.52107525,medium,0.070532456,1.1433727,0.07693487,5
5422,0.34086955,low,0.1608755,1.2868705,0.052547358,7
5423,0.4764793,low,0.07480186,1.1647851,0.10333249,4
5424,0.48062688,medium,0.12263267,0.9824948,0.0834931,2
5425,0.47835642,medium,0.08396876,1.2217206,0.06561142,3
5426,0.41385335,low,0.1802593,1.3809947,0.06784952,6
5427,0.5132207,medium,0.21224603,1.1326413,0.07402571,0
5428,0.494192,medium,0.073353074,1.7196571,0.036498275,8
5429,0.5989018,high,0.09023139,1.0128042,0.09655068,2
5430,0.47669756,low,0.14565909,1.0359836,0.07634674,0
5431,0.44935024,low,0.105743036,1.1031739,0.09118621,7
5432,0.5538554,high,0.057149194,1.0057743,0.107131526,5
5433,0.5362822,high,0.04921585,1.2171155,0.08545697,9
5434,0.58086836,high,0.10138037,1.0120906,0.11017073,8
5435,0.48253918,medium,0.16787754,1.0313443,0.1497182,4
5436,0.39910746,low,0.1715911,1.0462636,0.098418936,7
5437,0.46495014,low,0.18077698,1.3470067,0.03408209,7
5438,0.55206525,high,0.19735134,1.0725807,0.12736906,4
5439,0.4775946,medium,0.17638542,1.1369538,0.1198264,9
5440,0.4812609,medium,0.13194016,0.999088,0.11791652,5
5441,0.5620854,high,0.14085719,1.1525347,0.072039366,2
5442,0.2970541,low,0.115872696,1.3301083,0.23004928,1
5443,0.5326524,high,0.119131945,1.0349307,0.091856994,5
5444,0.4496984,low,0.09202329,1.1199837,0.0905667,5
5445,0.5048666,medium,0.03882519,1.2285539,0.061382186,0
5446,0.54396427,high,0.116408795,0.9711899,0.13477923,5
5447,0.49149913,medium,0.19889107,1.0050627,0.12936163,6
5448,0.5400522,high,0.19339816,1.0861418,0.0660179,2
5449,0.4814732,medium,0.16147573,1.2129104,0.038845662,2
5450,0.5016116,medium,0.13051054,1.0767063,0.08981204,6
5451,0.43982136,low,0.16389,1.0189424,0.08713512,0
5452,0.5521953,high,0.078649,1.1983654,0.054395266,5
5453,0.47820765,medium,0.22213511,0.9861637,0.13038634,6
5454,0.52588415,medium,0.11048962,1.1280948,0.071729995,9
5455,0.41206545,low,0.17353909,1.0156715,0.07843102,2
5456,0.43896437,low,0.12001258,1.0345144,0.073364705,0
5457,0.6068412,high,0.111961566,1.0038142,0.14264451,8
5458,0.58284724,high,0.17611432,1.0288668,0.13156405,8
5459,0.52072,medium,0.1296919,1.0853634,0.11685696,8
5460,0.51708317,medium,0.18676157,1.0204558,0.11742549,0
5461,0.54363585,high,0.10812794,0.9891323,0.18317832,4
5462,0.5216693,medium,0.109855436,1.2439924,0.08435541,5
5463,0.44975793,low,0.31492275,1.2523948,0.048987836,2
5464,0.50432456,medium,0.120414,1.0108367,0.09365949,2
5465,0.33432698,low,0.22816181,1.7728477,0.1269985,1
5466,0.5659791,high,0.14282613,1.1313435,0.09216937,8
5467,0.6137165,high,0.11295984,1.0460893,0.07313616,2
5468,0.5883093,high,0.113537945,1.1598004,0.05111105,3
5469,0.6129949,high,0.10057846,1.0138066,0.09008696,2
5470,0.4217695,low,0.1738289,0.9769745,0.45439076,1
5471,0.51350164,medium,0.10964491,0.9959742,0.08146462,2
5472,0.5631408,high,0.078302085,1.1486746,0.11246219,8
5473,0.4790194,medium,0.17931958,0.9818224,0.08934246,0
5474,0.40301955,low,0.18100311,1.0249104,0.42135188,1
5475,0.51881003,medium,0.12696739,1.050097,0.06785605,3
5476,0.5297648,medium,0.13744916,1.2877345,0.06392575,0
5477,0.46115297,low,0.124591924,1.2958812,0.11515875,2
5478,0.47033674,low,0.18969792,1.0005755,0.101166576,0
5479,0.5478635,high,0.10100502,1.0335073,0.13359249,6
5480,0.54689366,high,0.089098096,1.0237393,0.12553746,3
5481,0.42843336,low,0.21205492,0.98809457,0.43950596,1
5482,0.47931063,medium,0.14330982,1.1096835,0.091747716,6
5483,0.53994215,high,0.09898528,1.125112,0.068114676,3
5484,0.54985356,high,0.06452044,1.1211435,0.09169678,0
5485,0.5320702,high,0.13655075,0.99203235,0.14398201,9
5486,0.46909356,low,0.22446626,1.2069302,0.19229318,1
5487,0.47138995,low,0.10801128,1.1990933,0.08224421,7
5488,0.56197035,high,0.16912061,1.0566341,0.107356496,3
5489,0.40184653,low,0.18052872,1.0954918,0.057902034,7
5490,0.48689795,medium,0.24867147,1.0206139,0.09220207,0
5491,0.5938225,high,0.14323226,1.1146576,0.08660678,3
5492,0.49082816,medium,0.13654868,1.154614,0.06859615,7
5493,0.49254847,medium,0.11355837,1.0490037,0.11711834,6
5494,0.5021836,medium,0.107278086,1.084409,0.09385739,2
5495,0.51798797,medium,0.17867917,1.0308439,0.12625366,7
5496,0.5739819,high,0.08244976,1.1120543,0.091034666,5
5497,0.5693884,high,0.11123949,1.0352472,0.06480761,2
5498,0.51965404,medium,0.11821766,1.1656739,0.071095645,6
5499,0.49314737,medium,0.17519984,1.0145468,0.10255416,0
5500,0.4778657,medium,0.188162,1.0175308,0.40728176,1
5501,0.4607209,low,0.2199402,1.0213817,0.1376974,9
5502,0.5192886,medium,0.091498986,0.9852907,0.13586442,9
5503,0.5277171,medium,0.10936052,1.1869354,0.08988254,8
5504,0.35221153,low,0.13148761,1.0280963,0.3553478,1
5505,0.5100489,medium,0.057659283,1.1987847,0.07248121,5
5506,0.47102004,low,0.14207272,1.216159,0.049881615,2
5507,0.49800545,medium,0.15406168,1.0458535,0.10136521,0
5508,0.44044882,low,0.0677901,1.5285999,0.121047705,8
5509,0.57787967,high,0.13238886,1.1998599,0.060485754,4
5510,0.5795991,high,0.06910921,1.066849,0.10694216,5
5511,0.5873861,high,0.117907465,1.017527,0.12129856,3
5512,0.49900502,medium,0.25251693,1.0050015,0.162274,7
5513,0.5830307,high,0.25177643,1.1107169,0.057281636,2
5514,0.28730756,low,0.22404562,0.97648543,0.46001962,1
5515,0.3555963,low,0.1387259,1.0891055,0.26819277,1
5516,0.44011825,low,0.20360804,0.9907122,0.13640171,7
5517,0.5239011,medium,0.08851503,1.2172863,0.06408683,2
5518,0.5762342,high,0.13488781,1.0054289,0.12904876,3
5519,0.38563156,low,0.16102998,1.0516179,0.30604494,1
5520,0.48515886,medium,0.19954634,1.0468664,0.056518305,2
5521,0.45319188,low,0.05592247,1.1350335,0.0964041,3
5522,0.19819915,low,0.43116614,1.6883895,0.031804543,7
5523,0.4254185,low,0.11977041,1.278829,0.08190481,6
5524,0.5645678,high,0.11482301,1.0252473,0.11339458,3
5525,0.59314096,high,0.10692838,1.1162603,0.09880793,3
5526,0.35195684,low,0.19052325,1.1196705,0.28195626,1
5527,0.5636085,high,0.107125975,1.013804,0.1334326,9
5528,0.4934852,medium,0.21820971,1.0551263,0.124553435,6
5529,0.48762292,medium,0.0908974,1.327294,0.045401752,5
5530,0.37539566,low,0.05471741,1.9822068,0.12026922,1
5531,0.5028467,medium,0.11621957,1.0729562,0.10230666,8
5532,0.5080143,medium,0.13204618,1.0004143,0.11523725,0
5533,0.3436486,low,0.1889136,1.2593616,0.23784144,1
5534,0.49784625,medium,0.09127292,1.0028869,0.12710768,4
5535,0.47020513,low,0.16841812,0.98786175,0.16879243,7
5536,0.33690614,low,0.15391804,1.139695,0.17265116,1
5537,0.5220705,medium,0.20635614,0.9992805,0.120995484,5
5538,0.5444164,high,0.061685923,1.1969441,0.047963437,2
5539,0.49208266,medium,0.15844359,1.1965727,0.08385179,8
5540,0.5777799,high,0.14521208,1.0505916,0.14356278,8
5541,0.56553936,high,0.19537711,1.0918965,0.109489635,4
5542,0.27284205,low,0.30768204,1.009782,0.20857643,1
5543,0.54972833,high,0.05586145,1.0405566,0.12799053,9
5544,0.43648857,low,0.3623329,0.9863548,0.41896412,1
5545,0.503838,medium,0.13867988,1.0102273,0.10701916,5
5546,0.49230242,medium,0.2290206,1.0081183,0.17671928,6
5547,0.5637449,high,0.113615975,1.0240023,0.10882364,4
5548,0.43741095,low,0.23627323,1.0203599,0.33787853,1
5549,0.33200204,low,0.17150716,1.1097033,0.22410096,1
5550,0.5452414,high,0.1627235,0.9892495,0.16240107,9
5551,0.46355492,low,0.14260697,1.0768515,0.11489502,6
5552,0.44284725,low,0.084402345,1.5812002,0.12346345,9
5553,0.5197109,medium,0.14171457,1.0430682,0.12614946,9
5554,0.4446916,low,0.08101071,0.97650725,0.4120841,1
5555,0.51542234,medium,0.10867261,1.0941577,0.07748135,4
5556,0.46924645,low,0.11038777,1.2035824,0.05382717,3
5557,0.41506726,low,0.22825448,1.067618,0.35224625,1
5558,0.5925487,high,0.19348225,0.9988438,0.12915173,3
5559,0.53662956,high,0.07093516,1.1450292,0.09018254,0
5560,0.5033704,medium,0.09291474,1.0082902,0.11623596,6
5561,0.53341174,high,0.1980628,1.1332432,0.11334148,4
5562,0.3887719,low,0.12403549,0.98704934,0.08448603,0
5563,0.57840455,high,0.13111028,1.229143,0.067069985,8
5564,0.49862927,medium,0.1105227,1.1148791,0.08606617,2
5565,0.50174606,medium,0.14061736,0.9955929,0.09031334,6
5566,0.50282204,medium,0.059019804,1.2675087,0.06113874,0
5567,0.47410905,low,0.17403194,1.0183096,0.08810804,0
5568,0.514031,medium,0.20425168,1.0200036,0.117208734,2
5569,0.5713103,high,0.07229697,1.2640678,0.048096143,2
5570,0.41633004,low,0.15988305,1.1086861,0.119375095,9
5571,0.26303446,low,0.2274229,1.0370257,0.3699136,1
5572,0.4464804,low,0.15369637,1.2031206,0.118655436,7
5573,0.6119562,high,0.07921165,1.2614243,0.054860104,2
5574,0.5860776,high,0.21290797,1.0187367,0.118321,6
5575,0.55071944,high,0.06132626,1.0838189,0.09920466,9
5576,0.5555929,high,0.13675523,1.0397981,0.087586135,2
5577,0.45017654,low,0.14294419,1.0594752,0.11627612,7
5578,0.3592463,low,0.21702753,0.9791227,0.3599411,1
5579,0.48950058,medium,0.18571451,0.9989041,0.10745459,0
5580,0.5772679,high,0.053322528,1.1157165,0.08873772,3
5581,0.50334847,medium,0.11507048,0.99918157,0.13279563,8
5582,0.6091976,high,0.07416219,1.016153,0.0992385,5
5583,0.32270348,low,0.19759923,1.1004986,0.20407112,1
5584,0.43703985,low,0.22382963,1.0667496,0.13083549,6
5585,0.4479717,low,0.19432108,1.0546724,0.11553167,7
5586,0.40522665,low,0.13562082,1.0569228,0.13901553,6
5587,0.55431587,high,0.16144116,1.0492122,0.057168294,3
5588,0.5080384,medium,0.13350783,1.065333,0.07787852,0
5589,0.48775828,medium,0.13057128,1.0368627,0.11331439,7
5590,0.50598145,medium,0.1979341,1.0537604,0.12212585,7
5591,0.58943915,high,0.13699777,1.0270642,0.101571016,5
5592,0.6001468,high,0.08652189,1.1104583,0.06877118,4
5593,0.6234142,high,0.11211803,1.0578827,0.07215311,2
5594,0.47774053,medium,0.101675354,1.212037,0.04745537,2
5595,0.4156962,low,0.19836792,1.0658568,0.070497215,0
5596,0.57391906,high,0.14933473,0.98756564,0.1369255,8
5597,0.4425071,low,0.09292315,1.0753793,0.10177534,6
5598,0.42551333,low,0.12319611,1.1829617,0.035927553,9
5599,0.43331409,low,0.13374549,0.9896515,0.12454746,5
5600,0.47782314,medium,0.24949767,0.98724926,0.1803995,7
5601,0.3795995,low,0.13683057,1.1313205,0.08188536,7
5602,0.4965366,medium,0.13181776,1.051876,0.12117755,7
5603,0.4726047,low,0.056917015,1.171768,0.0640871,3
5604,0.54144824,high,0.11263391,1.1885325,0.05111211,2
5605,0.4554292,low,0.2315823,0.99261016,0.17436674,7
5606,0.5487715,high,0.12684813,1.0909178,0.07911132,4
5607,0.5373417,high,0.102428414,1.0336735,0.12841691,7
5608,0.501099,medium,0.19396505,1.110145,0.065466635,2
5609,0.51793844,medium,0.18128127,1.1309174,0.07594418,4
5610,0.40086156,low,0.21086721,0.98878884,0.4242045,1
5611,0.58553666,high,0.1348343,1.0553917,0.11668705,3
5612,0.51789105,medium,0.12896073,1.0003722,0.10736162,5
5613,0.5345708,high,0.12393499,1.0570757,0.06472354,2
5614,0.2578718,low,0.28366652,0.984187,0.3713017,1
5615,0.5337659,high,0.1730986,1.0163364,0.11290996,5
5616,0.34379,low,0.18298714,1.0520282,0.21337336,1
5617,0.48874736,medium,0.19701013,1.1732594,0.10898651,5
5618,0.41887075,low,0.20256142,1.0220572,0.38497627,1
5619,0.5138483,medium,0.09407883,1.0476826,0.094829865,5
5620,0.53076816,medium,0.17149384,0.9886709,0.14327818,9
5621,0.42886716,low,0.15208818,1.0368353,0.34669673,1
5622,0.4857455,medium,0.1557032,1.1276509,0.05906247,2
5623,0.5489389,high,0.15054587,0.9952269,0.11995983,8
5624,0.3989123,low,0.20568167,1.0871202,0.07341763,6
5625,0.42188352,low,0.12024047,1.0640787,0.10830581,7
5626,0.4664539,low,0.20443952,1.0365622,0.057334717,7
5627,0.5704485,high,0.15405223,1.0443758,0.081657305,5
5628,0.4614514,low,0.2226559,1.1814885,0.1867603,1
5629,0.45720643,low,0.1359701,1.1463187,0.09843081,7
5630,0.5307201,medium,0.18817133,1.0927837,0.063538656,3
5631,0.4861369,medium,0.11219667,1.0061246,0.11733662,5
5632,0.3713411,low,0.38561136,1.063169,0.1932,1
5633,0.4671839,low,0.10341137,1.0144323,0.124703005,8
5634,0.56299734,high,0.10990804,1.2882415,0.068977155,4
5635,0.5366124,high,0.07976336,1.002719,0.11222246,5
5636,0.47764432,medium,0.10259803,1.0339104,0.08659748,6
5637,0.5046859,medium,0.25903,0.9857401,0.18722536,6
5638,0.47999227,medium,0.05784198,1.3034867,0.04361192,7
5639,0.34597093,low,0.33236176,0.9866391,0.40125796,1
5640,0.5443983,high,0.07115621,1.2973994,0.06414002,4
5641,0.5948099,high,0.09909398,1.0042576,0.12439735,3
5642,0.43373334,low,0.11939175,1.0613437,0.11095131,7
5643,0.32098138,low,0.29538065,1.0234348,0.39366934,1
5644,0.5968851,high,0.13334614,1.0471971,0.09086607,5
5645,0.55790496,high,0.2285116,0.99119854,0.13251734,6
5646,0.5386765,high,0.2155556,1.0194923,0.08298355,0
5647,0.41131955,low,0.13492633,1.0770402,0.123579174,7
5648,0.51211053,medium,0.13369972,1.0664376,0.07824781,4
5649,0.42612505,low,0.19654016,1.1296401,0.07558005,6
5650,0.46489227,low,0.14896914,1.4836063,0.13261555,3
5651,0.5178466,medium,0.13797076,1.2138505,0.07658268,8
5652,0.584932,high,0.09214072,1.1412367,0.09512968,3
5653,0.5833932,high,0.14675984,1.0501018,0.09628547,4
5654,0.5374974,high,0.16790336,1.0939462,0.09474269,4
5655,0.25185293,low,0.40836433,1.5771159,0.028952954,3
5656,0.527542,medium,0.08591686,1.0322461,0.14764552,9
5657,0.5444338,high,0.2425052,1.1453949,0.09704069,2
5658,0.5206904,medium,0.10698482,0.988546,0.1434776,9
5659,0.5041598,medium,0.1321611,1.0462612,0.09115095,6
5660,0.52212954,medium,0.13681187,1.1178458,0.09906154,9
5661,0.47102898,low,0.115379214,1.1319352,0.11953273,9
5662,0.51286995,medium,0.17635438,1.1334212,0.043611813,7
5663,0.315691,low,0.15727669,1.2848372,0.027611183,4
5664,0.5460647,high,0.14125426,0.99819916,0.14544305,4
5665,0.45349997,low,0.08651351,1.1141852,0.10820849,4
5666,0.5538963,high,0.10235454,1.0629417,0.10129641,5
5667,0.5662787,high,0.073279135,1.1133071,0.06020462,2
5668,0.5034114,medium,0.11140652,1.084114,0.103002466,8
5669,0.4034019,low,0.23807739,1.2329711,0.25841823,1
5670,0.47330123,low,0.20571217,1.0204273,0.121192686,9
5671,0.5264218,medium,0.14206405,1.0004628,0.08288477,2
5672,0.53993106,high,0.21565539,1.0170624,0.15271875,4
5673,0.59494746,high,0.0756566,1.052478,0.06900107,2
5674,0.6150715,high,0.11625743,1.007802,0.14481695,4
5675,0.42564934,low,0.15627873,1.3442707,0.14664972,1
5676,0.6048183,high,0.09688908,0.99752957,0.12375712,3
5677,0.56265754,high,0.13446057,1.0692943,0.06844179,2
5678,0.54461265,high,0.17683806,1.0186284,0.15484376,9
5679,0.4960435,medium,0.11824123,0.99286836,0.17286839,7
5680,0.5967184,high,0.19372408,1.0980276,0.11843055,9
5681,0.5194483,medium,0.07438411,0.9762374,0.16762935,7
5682,0.60565543,high,0.10683879,1.0482513,0.094657265,5
5683,0.48859972,medium,0.13811737,1.04972,0.12107282,8
5684,0.5739107,high,0.12848969,1.0594451,0.11024275,3
5685,0.5648924,high,0.05825787,1.2211928,0.051853307,5
5686,0.50921345,medium,0.10085271,1.0370369,0.11146789,7
5687,0.4952461,medium,0.07837892,1.3237811,0.07641443,4
5688,0.44690162,low,0.13207765,1.1746633,0.039060574,4
5689,0.5192918,medium,0.185987,1.0494581,0.07967412,0
5690,0.56232834,high,0.07400675,1.0253701,0.124799736,8
5691,0.5422163,high,0.1572552,0.9983356,0.09701304,0
5692,0.39258742,low,0.15207197,0.98587906,0.330516,1
5693,0.5560496,high,0.13219105,1.1801314,0.059905317,2
5694,0.5446231,high,0.15935278,1.1085746,0.0748003,2
5695,0.3494168,low,0.23114875,1.0049893,0.39243376,1
5696,0.5612751,high,0.10771374,1.0694623,0.13448009,9
5697,0.5784131,high,0.14154054,1.0750442,0.0942388,2
5698,0.49857634,medium,0.105276115,0.99574256,0.12128992,5
5699,0.4815572,medium,0.14959876,0.9823202,0.16932465,6
5700,0.31368756,low,0.22661448,1.1888608,0.04486523,3
5701,0.479258,medium,0.17771919,0.9963886,0.15798183,9
5702,0.50834477,medium,0.097626835,1.1512073,0.0660081,2
5703,0.53165257,high,0.13016105,1.1456082,0.074357755,2
5704,0.41408384,low,0.105990015,1.2374035,0.07368801,7
5705,0.37732095,low,0.15038313,1.2317501,0.039187264,6
5706,0.5535265,high,0.1753226,0.99692076,0.15437901,9
5707,0.4976902,medium,0.22905077,1.1452751,0.054446135,0
5708,0.53915423,high,0.16385981,1.0320407,0.13640738,9
5709,0.37074727,low,0.22059992,1.1223371,0.08367237,7
5710,0.5726896,high,0.058082625,1.1228588,0.09344047,8
5711,0.4660359,low,0.27974606,1.009727,0.14471792,9
5712,0.41252285,low,0.14663507,1.1327008,0.10266573,7
5713,0.45387536,low,0.19534636,0.97796696,0.13563582,0
5714,0.4900278,medium,0.042695947,1.1548588,0.09593199,8
5715,0.47100276,low,0.09731841,1.187655,0.090708286,4
5716,0.37308854,low,0.13541244,1.041556,0.33321214,1
5717,0.52365446,medium,0.0751187,1.2518591,0.095806055,9
5718,0.53960913,high,0.13266586,1.120087,0.08484978,8
5719,0.45570654,low,0.08755934,1.1103004,0.12065,6
5720,0.5488578,high,0.118797995,1.0794955,0.051771615,3
5721,0.5462903,high,0.0976705,1.0764984,0.09544983,3
5722,0.3905689,low,0.10236135,1.2336489,0.103512354,2
5723,0.47307283,low,0.10841735,1.2161214,0.10354671,4
5724,0.53489685,high,0.18402596,1.0267276,0.13301417,4
5725,0.51439553,medium,0.102213696,1.058004,0.117264785,9
5726,0.5368135,high,0.121872105,0.99652267,0.12757112,6
5727,0.49252957,medium,0.17682353,1.1471102,0.09570764,4
5728,0.40049934,low,0.16936894,0.9914612,0.40007192,1
5729,0.49707615,medium,0.10846065,1.1054802,0.08399441,6
5730,0.4173603,low,0.26975536,1.0933573,0.10570423,7
5731,0.5007116,medium,0.102653146,1.0756966,0.11405791,8
5732,0.4403296,low,0.07489941,1.1013701,0.09701286,7
5733,0.45419967,low,0.077628136,1.2460868,0.09215152,4
5734,0.5725379,high,0.09025054,1.0179133,0.12618142,5
5735,0.44024426,low,0.24434383,1.0448506,0.0737763,3
5736,0.5171995,medium,0.19067162,1.0085968,0.13606218,7
5737,0.45813638,low,0.14315371,1.0095803,0.088253096,0
5738,0.5165677,medium,0.15546611,1.0175318,0.13484214,8
5739,0.5539871,high,0.09937393,1.0456607,0.10951338,3
5740,0.40319818,low,0.15870684,1.0642337,0.09755862,9
5741,0.36988848,low,0.17441696,1.0247691,0.36472788,1
5742,0.49315423,medium,0.12154013,1.070688,0.0752628,2
5743,0.5489031,high,0.11205503,1.0278074,0.11850204,9
5744,0.5449704,high,0.081579685,1.0660745,0.077281676,5
5745,0.47782612,medium,0.13279286,1.1011028,0.09618695,0
5746,0.5301944,medium,0.19211297,0.985756,0.1788087,6
5747,0.5646394,high,0.109827116,1.0219125,0.104184225,5
5748,0.54449445,high,0.109152,1.0759063,0.10298262,8
5749,0.59298706,high,0.17034382,1.0145646,0.13480835,8
5750,0.52495325,medium,0.05874323,1.2784263,0.067745864,6
5751,0.51435554,medium,0.26046246,0.97776943,0.16412815,0
5752,0.46912086,low,0.14872663,1.008075,0.12421768,3
5753,0.4556023,low,0.16097194,1.0940347,0.11963555,4
5754,0.5323247,high,0.09803838,1.0775312,0.1032802,9
5755,0.5239751,medium,0.097596176,1.0502423,0.12911241,9
5756,0.5887011,high,0.08646067,0.98452944,0.15372752,8
5757,0.4780208,medium,0.12043848,1.1589092,0.08689188,4
5758,0.44298905,low,0.098036446,0.98913574,0.16639102,7
5759,0.33613288,low,0.3144144,1.2682552,0.061669305,5
5760,0.58607674,high,0.10330967,1.0649015,0.10594646,1
5761,0.5450815,high,0.12485013,1.0557538,0.096898176,5
5762,0.47289813,low,0.077143915,1.1157745,0.07322521,4
5763,0.4615255,low,0.24246229,1.0266162,0.30363584,1
5764,0.3507284,low,0.16856375,1.3223041,0.070336595,6
5765,0.41184628,low,0.13354695,1.3012671,0.032367617,2
5766,0.49695414,medium,0.10511789,0.97921336,0.09291495,0
5767,0.48286593,medium,0.0803516,0.9997412,0.12322474,5
5768,0.5541742,high,0.114406556,1.1069916,0.063631296,2
5769,0.5726475,high,0.08656301,1.1503348,0.08095928,5
5770,0.5377066,high,0.13294795,1.1119657,0.06768826,2
5771,0.46430755,low,0.15460108,1.0291924,0.35025445,1
5772,0.5304224,medium,0.13742094,0.96255994,0.17019476,4
5773,0.483595,medium,0.26359513,0.99628615,0.4212029,1
5774,0.28930706,low,0.13125846,1.1874661,0.17946574,1
5775,0.5876813,high,0.123627834,1.0391647,0.10265805,8
5776,0.50671256,medium,0.09243182,1.0628759,0.12252817,9
5777,0.5241357,medium,0.0918073,1.1038922,0.109240405,7
5778,0.4813922,medium,0.07904132,1.1731334,0.10944673,7
5779,0.48533338,medium,0.110280454,1.1400641,0.07690224,6
5780,0.5052813,medium,0.16469775,1.0490178,0.13594364,4
5781,0.5288029,medium,0.16504851,1.0813733,0.07488151,9
5782,0.42934018,low,0.12151217,1.2027757,0.0718545,0
5783,0.5171752,medium,0.05572143,1.4612653,0.08298558,2
5784,0.47223026,low,0.062387805,1.2192516,0.059648637,3
5785,0.6233623,high,0.14049754,1.1291575,0.0764276,2
5786,0.5015528,medium,0.13897443,1.133087,0.053107537,6
5787,0.60367495,high,0.12949152,1.03456,0.1150648,3
5788,0.43696958,low,0.08764264,1.2070978,0.07158843,0
5789,0.43431675,low,0.056099642,1.136397,0.0758096,7
5790,0.5072831,medium,0.1039604,1.0369172,0.08503776,5
5791,0.53529143,high,0.06976109,1.2759985,0.055806864,2
5792,0.5401006,high,0.22012009,0.98390776,0.15594377,9
5793,0.4650753,low,0.105192974,1.136248,0.118566506,7
5794,0.5346944,high,0.15633495,1.065222,0.079222985,2
5795,0.54540324,high,0.1389705,1.0470119,0.1385698,9
5796,0.5655349,high,0.1386371,1.0799942,0.10938783,7
5797,0.45968193,low,0.21542412,1.0919348,0.20363575,1
5798,0.42451382,low,0.16978048,1.0521462,0.3299392,1
5799,0.4569835,low,0.18536027,1.0418862,0.13346694,6
5800,0.48353165,medium,0.20456648,1.1018788,0.052865107,3
5801,0.29353487,low,0.20777607,1.0385915,0.3538109,1
5802,0.57475996,high,0.10566316,1.1162105,0.090734,8
5803,0.42993897,low,0.16684403,1.0680279,0.09006147,5
5804,0.42169666,low,0.11775161,1.2614304,0.04017652,5
5805,0.5862284,high,0.08959632,1.122303,0.07525841,3
5806,0.5063078,medium,0.13538668,0.98432714,0.16319281,9
5807,0.5246284,medium,0.21557814,1.0826951,0.067693606,4
5808,0.50979483,medium,0.14484045,1.0352335,0.07161685,0
5809,0.45868838,low,0.25367135,0.9741447,0.3992408,1
5810,0.5098423,medium,0.09754697,1.0181566,0.13535337,4
5811,0.57074463,high,0.079769,1.1287736,0.07652614,2
5812,0.60695875,high,0.115973696,1.0720371,0.07199813,2
5813,0.5047121,medium,0.071002565,1.0295879,0.0736493,8
5814,0.46266335,low,0.13868411,1.1271988,0.041762777,4
5815,0.51835865,medium,0.06746804,1.3686191,0.08627548,7
5816,0.548628,high,0.096241385,1.142323,0.09887527,5
5817,0.41495568,low,0.11678248,1.0382433,0.10919058,7
5818,0.4546547,low,0.092598684,1.0552205,0.11933193,9
5819,0.53744274,high,0.11871326,1.0230414,0.11749548,5
5820,0.4881401,medium,0.110592075,1.0943569,0.12657008,6
5821,0.38423187,low,0.1225135,1.2661529,0.17597061,7
5822,0.5191053,medium,0.06280081,1.0618348,0.10372394,4
5823,0.44988823,low,0.057349935,1.3179669,0.07910213,7
5824,0.49052018,medium,0.10514464,1.0346831,0.12687355,4
5825,0.56125355,high,0.115677446,1.0632306,0.071021505,2
5826,0.46842736,low,0.09266143,1.039103,0.08689666,0
5827,0.4111148,low,0.07224341,1.1555593,0.093298264,8
5828,0.6045898,high,0.17177932,1.1349345,0.08150105,4
5829,0.5169927,medium,0.12661988,0.9915966,0.12850913,3
5830,0.5554608,high,0.06202708,1.1705077,0.051343508,2
5831,0.5648414,high,0.091962196,1.3173007,0.07997446,3
5832,0.55241597,high,0.13456981,1.0204362,0.08909375,2
5833,0.5548433,high,0.15633796,1.1096212,0.09514046,5
5834,0.5671334,high,0.19439143,1.0572993,0.087384224,2
5835,0.52984446,medium,0.08631421,1.050657,0.11376872,8
5836,0.51776266,medium,0.19012687,1.0651563,0.06033704,2
5837,0.6130446,high,0.14514603,1.128088,0.09692431,8
